"","X.1","X","SpeciesName","OriginalSource","Site","Date","Tag","HeightOfMeasurement","Diameter","Height","CrownArea","sp.code"
"5981",5982,5982,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150611,825,1.3,0.624,37.27399826,145.252911526854,"pri2co"
"5986",5987,5987,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150603,141,3.3,0.943,37.67399979,298.976350156571,"pri2co"
"5987",5988,5988,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,4986,NA,0.415,25.74,32.6094288608274,"pri2co"
"5988",5989,5989,"Prioria copaifera","WrightBCI2007","BCI50ha",NA,5215,NA,1.186,34.6708581264526,350.736498364775,"pri2co"
"5992",5993,5993,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,171026,NA,0.119,11.75,16.4280498731354,"pri2co"
"5993",5994,5994,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150617,3245,1.3,0.832,36.86999893,454.13157685328,"pri2co"
"5994",5995,5995,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150921,5536,1.3,0.808,30.16200066,459.194006074366,"pri2co"
"5996",5997,5997,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150416,5981,3,1.207,36.47399902,406.816248583716,"pri2co"
"6003",6004,6004,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150622,5931,3,0.911,40.47399902,134.72605872842,"pri2co"
"6004",6005,6005,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000308,190710,1.26,0.0215513688660373,3.2,2.89110946844787,"pri2co"
"6005",6006,6006,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170759,NA,0.028,4.36,1.90226038192085,"pri2co"
"6008",6009,6009,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,220319,1.35,0.0209547011431803,1.25,3.96079337727946,"pri2co"
"6009",6010,6010,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150920,5565,1.3,1.022,33.11500168,163.516328293355,"pri2co"
"6013",6014,6014,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,5981,NA,1.248,35.45,169.065359519121,"pri2co"
"6014",6015,6015,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5970,NA,0.278,21.2,75.6089611646973,"pri2co"
"6016",6017,6017,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150312,4350,1.3,0.91,37.40299988,215.418887871885,"pri2co"
"6018",6019,6019,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,5291,NA,1.317,39,400.299073625957,"pri2co"
"6019",6020,6020,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150618,7323,1.3,1.001,37.85100174,557.464949809496,"pri2co"
"6020",6021,6021,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150312,4583,1.3,1.091,39.60200119,341.913464193378,"pri2co"
"6026",6027,6027,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,411045,1.17,0.0127727639921827,1.65,0.354577271189973,"pri2co"
"6028",6029,6029,"Prioria copaifera","WrightBCI2007","BCI50ha",NA,5675,NA,1.122,34.1009584920663,388.213762810491,"pri2co"
"6029",6030,6030,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150618,7028,1.3,0.67,34.00099945,191.802089035289,"pri2co"
"6030",6031,6031,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000308,279088,1.3,0.0120954991629118,1.4,1.93000764380259,"pri2co"
"6034",6035,6035,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150416,5968,1.3,0.581,37.01800156,131.455020282852,"pri2co"
"6040",6041,6041,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170725,NA,0.023,3.12,1.15192173796735,"pri2co"
"6041",6042,6042,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150610,5838,1.3,0.742,29.87599945,185.112583814771,"pri2co"
"6042",6043,6043,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,116312,NA,0.067,3.95,16.7936483079132,"pri2co"
"6044",6045,6045,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170767,NA,0.02,4.15,0.965253344295522,"pri2co"
"6046",6047,6047,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000226,251347,1.27,0.0207401277720269,3.15,2.66059600043268,"pri2co"
"6047",6048,6048,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000304,175376,1.18,0.0153142417376767,1.7,1.93430344518084,"pri2co"
"6048",6049,6049,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,131488,NA,0.191,16.88,17.5885388020127,"pri2co"
"6049",6050,6050,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,220626,1.27,0.0181435387948437,1.95,2.99153828819907,"pri2co"
"6055",6056,6056,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150327,4035,1.3,1.105,44.75299835,116.593069234955,"pri2co"
"6056",6057,6057,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,166480,NA,0.078,6.48,26.5312048372636,"pri2co"
"6059",6060,6060,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150920,5645,1.3,0.965,39.64199829,130.736674184137,"pri2co"
"6060",6061,6061,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,5275,NA,0.24,17.1,30.5666466955998,"pri2co"
"6063",6064,6064,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150423,7554,1.3,0.748,33.11999893,123.388129027578,"pri2co"
"6069",6070,6070,"Prioria copaifera","WrightBCI2007","BCI50ha",NA,5981,NA,1.268,35.3665407927807,452.82387561266,"pri2co"
"6071",6072,6072,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150923,5993,1.3,0.661,27.64900017,213.106227409704,"pri2co"
"6075",6076,6076,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150519,3420,1.3,0.894,34.59999847,115.068997642264,"pri2co"
"6076",6077,6077,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000309,176004,1.29,0.0297232333369033,3.45,2.86820406444536,"pri2co"
"6079",6080,6080,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150312,146718,1.3,0.435,28.41600037,31.3577458421922,"pri2co"
"6081",6082,6082,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150617,2471,1.3,1.022,36.9280014,358.026778146985,"pri2co"
"6082",6083,6083,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150624,3961,1.3,0.89,39.15499878,167.914801994445,"pri2co"
"6083",6084,6084,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000226,402095,1.25,0.0106710917904402,1.45,0.348136133619584,"pri2co"
"6084",6085,6085,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,5953,NA,0.697,33.4,350.170441827203,"pri2co"
"6085",6086,6086,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150923,8023,1.3,0.985,37.75500107,266.683464218507,"pri2co"
"6086",6087,6087,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,116202,NA,0.036,4.95,13.0045467913219,"pri2co"
"6087",6088,6088,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170738,NA,0.017,2.78,2.94346950035532,"pri2co"
"6088",6089,6089,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000301,210187,1.31,0.0185286804710967,2.9,2.61999223161017,"pri2co"
"6091",6092,6092,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150622,5953,1.3,0.878,36.60100174,155.630246213375,"pri2co"
"6092",6093,6093,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,5971,NA,0.348,21.6,55.5454649077454,"pri2co"
"6096",6097,6097,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150622,6257,6,1.03,37.75400162,314.90348846831,"pri2co"
"6099",6100,6100,"Prioria copaifera","BohlmanBCI1997","BCI50ha",NA,170889,NA,0.148,10.07,22.56189986906,"pri2co"
"6100",6101,6101,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5312,NA,0.357,19.86,27.3520111499963,"pri2co"
"6104",6105,6105,"Prioria copaifera","WrightBCI2007","BCI50ha",NA,6568,NA,1.178,34.4470902062035,648.248596955699,"pri2co"
"6106",6107,6107,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000303,275185,1.2,0.0152640754715115,1.95,0.723292019934034,"pri2co"
"6109",6110,6110,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,3764,NA,0.736,NA,151.846432954973,"pri2co"
"6110",6111,6111,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",NA,250200,NA,0.0111572846158911,1.9,1.08111025711523,"pri2co"
"6111",6112,6112,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170742,NA,0.041,4.57,4.02089250307402,"pri2co"
"6117",6118,6118,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150618,6568,3.8,1.195,33.88899994,240.03969744519,"pri2co"
"6121",6122,6122,"Prioria copaifera","WrightBCI2007","BCI50ha",NA,6257,NA,1.186,38.6360734585812,246.358298942254,"pri2co"
"6122",6123,6123,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,121239,NA,0.113,7.84,28.9156558924913,"pri2co"
"6126",6127,6127,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000313,131162,1.3,0.0130715530829355,1.65,2.51797366320544,"pri2co"
"6128",6129,6129,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000226,246016,1.31,0.0208656416148653,2,4.1850693559674,"pri2co"
"6132",6133,6133,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150924,6292,3.3,0.921,32.83599854,124.377719142953,"pri2co"
"6134",6135,6135,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150920,8705,1.3,1.06,36.82300186,214.522558461132,"pri2co"
"6137",6138,6138,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150312,4920,1.3,0.876,38.95700073,172.792272846148,"pri2co"
"6139",6140,6140,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,166453,NA,0.044,6.23,5.67520225335591,"pri2co"
"6147",6148,6148,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",NA,186076,NA,0.0325507603597827,5.4,1.26058005157637,"pri2co"
"6148",6149,6149,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000313,131186,1.31,0.0312418949489304,4.8,1.4077707222369,"pri2co"
"6149",6150,6150,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150617,4652,1.3,1.11,44.15800095,247.024831202942,"pri2co"
"6150",6151,6151,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150624,5262,1.3,0.964,41.34400177,493.803060689819,"pri2co"
"6154",6155,6155,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,166447,NA,0.076,5.71,13.0992678985305,"pri2co"
"6156",6157,6157,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000302,205265,1.3,0.0245097409207033,3.85,2.70592970440497,"pri2co"
"6159",6160,6160,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150519,1669,1.3,0.846,37.58399963,127.592856553544,"pri2co"
"6160",6161,6161,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,4583,NA,0.997,NA,91.1896576921816,"pri2co"
"6161",6162,6162,"Prioria copaifera","OBrienBCI1993","BCI50ha",NA,172677,NA,0.066,5.6,11.3529049281803,"pri2co"
"6171",6172,6172,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150917,3194,3,0.557,30.59499931,74.7743120723106,"pri2co"
"6172",6173,6173,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150610,7344,1.3,1.081,39.06200027,170.225440352276,"pri2co"
"6174",6175,6175,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,4350,NA,0.775,33.4,142.374265232713,"pri2co"
"6175",6176,6176,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150618,6937,1.3,1.114,38.18700027,109.47766500049,"pri2co"
"6176",6177,6177,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5536,NA,0.686,30.1,43.2497466261851,"pri2co"
"6180",6181,6181,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000302,196805,1.3,0.0183456752396852,2.55,0.701759966905082,"pri2co"
"6181",6182,6182,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150610,5675,3,1.139,39.47299957,344.063500604644,"pri2co"
"6187",6188,6188,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150622,6597,5.25,0.842,37.85400009,74.6188045305727,"pri2co"
"6188",6189,6189,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,120948,NA,0.021,3.74,0.694022884101687,"pri2co"
"6189",6190,6190,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000309,282250,1.3,0.0104785495179438,2.35,0.524439221421466,"pri2co"
"6193",6194,6194,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,130912,NA,0.022,3.13,3.16294628738691,"pri2co"
"6197",6198,6198,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150919,4651,1.3,0.807,39.81900024,285.853028826476,"pri2co"
"6205",6206,6206,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,111399,NA,0.16,16.22,62.244135936689,"pri2co"
"6212",6213,6213,"Prioria copaifera","WrightBCI2007","BCI50ha",NA,5291,NA,1.403,35.7426592161583,307.058700291649,"pri2co"
"6214",6215,6215,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150924,6290,3,0.831,34.27999878,142.566213890006,"pri2co"
"6215",6216,6216,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150610,7594,4,0.619,37.11199951,128.446892413762,"pri2co"
"6217",6218,6218,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000302,275102,1.3,0.0310371583750832,4.85,7.85148642011812,"pri2co"
"6221",6222,6222,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150618,6967,3,1.02,42.91400146,206.221249384012,"pri2co"
"6222",6223,6223,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150416,5966,1.3,0.582,36.74200058,350.001128215512,"pri2co"
"6224",6225,6225,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5661,NA,0.6,30.87,90.5505566479427,"pri2co"
"6233",6234,6234,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150618,7256,1.3,0.967,40.4469986,189.328876896625,"pri2co"
"6234",6235,6235,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150622,5943,1.3,1.041,31.86700058,112.333056781661,"pri2co"
"6235",6236,6236,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5645,NA,0.951,39.1,193.357375390479,"pri2co"
"6236",6237,6237,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150920,5293,3.7,1.069,34.39300156,342.947428741501,"pri2co"
"6237",6238,6238,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000309,418126,1.3,0.0112997345101555,1.95,1.32521160720516,"pri2co"
"6239",6240,6240,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5537,NA,0.285,20.16,94.8408477276061,"pri2co"
"6241",6242,6242,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,131382,NA,0.179,18,26.7710260786051,"pri2co"
"6242",6243,6243,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000302,512027,1.29,0.0142402808961059,2.65,0.699117635920792,"pri2co"
"6243",6244,6244,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,131162,NA,0.011,1.8,0.608923283043062,"pri2co"
"6244",6245,6245,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,170731,NA,0.016,2.08,1.1268557379697,"pri2co"
"6246",6247,6247,"Prioria copaifera","MullerLandauBCI2014","BCI50ha",20150622,6970,1.3,0.994,43.13199997,943.296318145231,"pri2co"
"6248",6249,6249,"Prioria copaifera","OBrienBCI1993","BCI50ha",NA,210204,NA,0.022,3.4,6.67211202058913,"pri2co"
"6249",6250,6250,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5554,NA,0.316,21,65.3264048106519,"pri2co"
"6250",6251,6251,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,5655,NA,0.558,32.79,100.007932407689,"pri2co"
"6253",6254,6254,"Prioria copaifera","MullerLandauBCI1996","BCI50ha",20000306,198248,1.29,0.0168340428893359,2.45,1.78557533080224,"pri2co"
"6254",6255,6255,"Prioria copaifera","SpiroBCI1993","BCI50ha",NA,175740,NA,0.014,2.39,1.14839517276603,"pri2co"
"6260",6261,6261,"Prioria copaifera","OBrienBCI1993","BCI50ha",NA,406287,NA,0.019,2.6,3.38346480064342,"pri2co"
"6263",6264,6264,"Protium costaricense","WrightBCI2007","BCI50ha",NA,70111,NA,0.18,13.97,35.4288086218809,"protco"
"6266",6267,6267,"Protium costaricense","OBrienBCI1993","BCI50ha",NA,228498,NA,0.169,16.75,40.8152007781693,"protco"
"6267",6268,6268,"Protium costaricense","WrightBCI2007","BCI50ha",NA,228373,NA,0.192,15.3,28.1541397329523,"protco"
"6268",6269,6269,"Protium costaricense","OBrienBCI1993","BCI50ha",NA,213412,NA,0.046,6,5.82810879835878,"protco"
"6271",6272,6272,"Protium costaricense","BohlmanBCI1997","BCI50ha",NA,260213,NA,0.204,13.9,32.1641400200098,"protco"
"6272",6273,6273,"Protium costaricense","OBrienBCI1993","BCI50ha",NA,168025,NA,0.103,11,20.8110317652364,"protco"
"6273",6274,6274,"Protium costaricense","WrightBCI2007","BCI50ha",NA,1959,NA,0.295,22.5484275442036,26.6750623979682,"protco"
"6278",6279,6279,"Protium costaricense","WrightBCI2007","BCI50ha",NA,158866,NA,0.228,15.8964670383825,117.152948648376,"protco"
"6280",6281,6281,"Protium costaricense","WrightBCI2007","BCI50ha",NA,195450,NA,0.2,14.1494603396208,85.8293949181901,"protco"
"6303",6304,6304,"Protium panamense","OBrienBCI1993","BCI50ha",NA,404049,NA,0.014,3,0.446265588128587,"protpa"
"6304",6305,6305,"Protium panamense","WrightBCI2007","BCI50ha",NA,144288,NA,0.156,14.52,7.8170129822445,"protpa"
"6348",6349,6349,"Protium panamense","WrightBCI2007","BCI50ha",NA,96226,NA,0.172,13.97,15.2261887647937,"protpa"
"6376",6377,6377,"Protium panamense","WrightBCI2007","BCI50ha",NA,8518,NA,0.297,23.4448467016612,46.006159519912,"protpa"
"6387",6388,6388,"Protium panamense","OBrienBCI1993","BCI50ha",NA,5879,NA,0.344,24.86,36.0072887687591,"protpa"
"6410",6411,6411,"Protium panamense","WrightBCI2007","BCI50ha",NA,38479,NA,0.163,20.1530073155793,12.7695778897944,"protpa"
"6459",6460,6460,"Protium panamense","OBrienBCI1993","BCI50ha",NA,175830,NA,0.059,11.07,1.83009078070344,"protpa"
"6469",6470,6470,"Protium panamense","WrightBCI2007","BCI50ha",NA,252508,NA,0.16,23.9361345601233,30.5537413794087,"protpa"
"6475",6476,6476,"Protium confusum","WrightBCI2007","BCI50ha",NA,443058,NA,0.016,4.15,1.1546294477486,"protsp"
"6491",6492,6492,"Protium confusum","WrightBCI2007","BCI50ha",NA,441242,NA,0.024,5.93,0.94305349514351,"protsp"
"6496",6497,6497,"Protium confusum","WrightBCI2007","BCI50ha",NA,744205,NA,0.015,3.17,1.31901977880091,"protsp"
"6508",6509,6509,"Protium confusum","WrightBCI2007","BCI50ha",NA,45746,NA,0.102,12.63,18.7997776509391,"protsp"
"6519",6520,6520,"Protium confusum","WrightBCI2007","BCI50ha",NA,748145,NA,0.015,3.88,2.07419609354363,"protsp"
"6526",6527,6527,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI2014","BCI50ha",20151012,5410,1.3,0.229,18.93199921,61.0594090120113,"protte"
"6536",6537,6537,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000312,3208,0.81,0.0117902417278019,2,0.767183487184518,"protte"
"6537",6538,6538,"Protium tenuifolium subsp. sessiliflorum","WrightBCI2007","BCI50ha",NA,2204,NA,0.418,15.8668946467414,47.1411908059326,"protte"
"6542",6543,6543,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000303,508153,1.29,0.0117286188445187,3,0.793482910039823,"protte"
"6550",6551,6551,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000421,3222,0.95,0.007948389774036,1.55,0.435912403060566,"protte"
"6554",6555,6555,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000422,447065,1.29,0.0163653536472635,3.7,1.17981193196453,"protte"
"6559",6560,6560,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000421,542977,1.2,0.0159566913863746,3.2,1.22279664143654,"protte"
"6563",6564,6564,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000421,444514,1.3,0.016430307361702,4.25,1.24748033782696,"protte"
"6568",6569,6569,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000309,176009,1.3,0.0272207420912803,5.75,1.74403034058972,"protte"
"6570",6571,6571,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000422,31122,1.3,0.0190050519599395,4.65,1.37739150910393,"protte"
"6571",6572,6572,"Protium tenuifolium subsp. sessiliflorum","WrightBCI2007","BCI50ha",NA,7,NA,0.456,25.5382907101045,104.708074086279,"protte"
"6579",6580,6580,"Protium tenuifolium subsp. sessiliflorum","WrightBCI2007","BCI50ha",NA,8530,NA,0.42,22.1395167264272,36.1939820816245,"protte"
"6582",6583,6583,"Protium tenuifolium subsp. sessiliflorum","WrightBCI2007","BCI50ha",NA,7763,NA,0.464,23.8090239094928,106.617655067815,"protte"
"6584",6585,6585,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000422,310118,1.3,0.0180676617192154,3.9,4.48986894050899,"protte"
"6590",6591,6591,"Protium tenuifolium subsp. sessiliflorum","WrightBCI2007","BCI50ha",NA,125552,NA,0.198,14.67,46.1245089674998,"protte"
"6591",6592,6592,"Protium tenuifolium subsp. sessiliflorum","OBrienBCI1993","BCI50ha",NA,107109,NA,0.102,16.17,14.842479304289,"protte"
"6593",6594,6594,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000313,290212,1.32,0.0161777377899384,3.15,0.800232258095938,"protte"
"6594",6595,6595,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000422,27267,1.28,0.0280532351075593,3.8,2.97496858676372,"protte"
"6595",6596,6596,"Protium tenuifolium subsp. sessiliflorum","WrightBCI2007","BCI50ha",NA,3975,NA,0.425,20.8701960877111,226.217683353215,"protte"
"6603",6604,6604,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000313,526099,1.31,0.0134915529128414,3.4,1.08939938538624,"protte"
"6611",6612,6612,"Protium tenuifolium subsp. sessiliflorum","BohlmanBCI1997","BCI50ha",NA,7763,NA,0.457,20.9,64.7903718421396,"protte"
"6612",6613,6613,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI2014","BCI50ha",20150904,263544,3,0.197,20.54100037,30.7792138345282,"protte"
"6625",6626,6626,"Protium tenuifolium subsp. sessiliflorum","BohlmanBCI1997","BCI50ha",NA,6529,NA,0.504,23.9,58.5640009108589,"protte"
"6626",6627,6627,"Protium tenuifolium subsp. sessiliflorum","MullerLandauBCI1996","BCI50ha",20000423,307044,1.3,0.0141951787590012,4.05,2.42837147058665,"protte"
"6629",6630,6630,"Pseudobombax septenatum","WrightBCI2007","BCI50ha",NA,3124,NA,0.628,30.525750860646,117.442567163211,"pse1se"
"6631",6632,6632,"Pseudobombax septenatum","MullerLandauBCI2014","BCI50ha",20150617,4610,3.7,0.986,40.77199936,322.374857628909,"pse1se"
"6633",6634,6634,"Pseudobombax septenatum","WrightBCI2007","BCI50ha",NA,4850,NA,1.269,35.3151306558513,528.167936424211,"pse1se"
"6634",6635,6635,"Pseudobombax septenatum","WrightBCI2007","BCI50ha",NA,4011,NA,0.597,28.2454180472071,54.9811143998286,"pse1se"
"6636",6637,6637,"Pseudobombax septenatum","MullerLandauBCI2014","BCI50ha",20150304,2768,3.2,1.127,33.79899979,246.173990281933,"pse1se"
"6637",6638,6638,"Pseudobombax septenatum","MullerLandauBCI2014","BCI50ha",20150522,4850,3.7,1.305,35.2820015,421.54857097982,"pse1se"
