"","X.1","X","SpeciesName","OriginalSource","Site","Date","Tag","HeightOfMeasurement","Diameter","Height","CrownArea","sp.code"
"1833",1834,1834,"Cupania latifolia","WrightBCI2007","BCI50ha",NA,131195,NA,0.276,16.0974836422349,55.3307185665134,"cupala"
"1834",1835,1835,"Cupania latifolia","MullerLandauBCI2014","BCI50ha",20150920,180376,1.3,0.258,19.45800018,57.7338466488287,"cupala"
"1836",1837,1837,"Cupania latifolia","WrightBCI2007","BCI50ha",NA,258051,NA,0.31,19.6338683057845,72.6230187939539,"cupala"
"1839",1840,1840,"Cupania latifolia","WrightBCI2007","BCI50ha",NA,180685,NA,0.202,20.1530073155793,24.8229998680859,"cupala"
"1840",1841,1841,"Cupania latifolia","WrightBCI2007","BCI50ha",NA,805,NA,0.488,NA,96.8616522032732,"cupala"
"1845",1846,1846,"Cupania seemannii","WrightBCI2007","BCI50ha",NA,51572,NA,0.086,11.58,18.4868586970601,"cupasy"
"1849",1850,1850,"Cupania seemannii","OBrienBCI1993","BCI50ha",NA,5533,NA,0.218,14.47,46.7303637478979,"cupasy"
"1854",1855,1855,"Cupania seemannii","WrightBCI2007","BCI50ha",NA,198338,NA,0.089,11.81,19.3167905621912,"cupasy"
"1855",1856,1856,"Cupania seemannii","OBrienBCI1993","BCI50ha",NA,256449,NA,0.026,4.75,3.12210291838182,"cupasy"
"1858",1859,1859,"Cupania seemannii","OBrienBCI1993","BCI50ha",NA,152636,NA,0.052,8.7,8.98450703039824,"cupasy"
"1860",1861,1861,"Cupania seemannii","WrightBCI2007","BCI50ha",NA,193843,NA,0.169,17.1156941450866,32.2222708105748,"cupasy"
"1861",1862,1862,"Cupania seemannii","WrightBCI2007","BCI50ha",NA,172509,NA,0.089,11.86,13.8078104775852,"cupasy"
"1863",1864,1864,"Cupania seemannii","WrightBCI2007","BCI50ha",NA,195131,NA,0.116,12.4217147548184,29.4755827538845,"cupasy"
"1864",1865,1865,"Dendropanax arboreus","WrightBCI2007","BCI50ha",NA,4444,NA,0.486,24.5469770713183,84.2560335546742,"dendar"
"1865",1866,1866,"Dendropanax arboreus","BohlmanBCI1997","BCI50ha",NA,143955,NA,0.077,10.47,10.0491174631764,"dendar"
"1872",1873,1873,"Dendropanax arboreus","BohlmanBCI1997","BCI50ha",NA,207762,NA,0.191,13.97,42.9058964008559,"dendar"
"1873",1874,1874,"Dendropanax arboreus","BohlmanBCI1997","BCI50ha",NA,7893,NA,0.522,20.67,124.38762087534,"dendar"
"1874",1875,1875,"Dendropanax arboreus","MullerLandauBCI2014","BCI50ha",20150519,1089,6.9,0.66,34.62799835,153.081587592655,"dendar"
"1875",1876,1876,"Dendropanax arboreus","WrightBCI2007","BCI50ha",NA,8394,NA,0.513,16.8218932867954,73.3595012000468,"dendar"
"1878",1879,1879,"Dendropanax arboreus","WrightBCI2007","BCI50ha",NA,1089,NA,0.73,31.0464343170679,588.712852312841,"dendar"
"1879",1880,1880,"Dendropanax arboreus","BohlmanBCI1997","BCI50ha",NA,256211,NA,0.227,12.54,30.9030672583524,"dendar"
"1881",1882,1882,"Dendropanax arboreus","BohlmanBCI1997","BCI50ha",NA,7903,NA,0.365,18.6,92.4089067272426,"dendar"
"1883",1884,1884,"Dendropanax arboreus","WrightBCI2007","BCI50ha",NA,8390,NA,0.449,18.8985894724686,29.5658011061334,"dendar"
"1884",1885,1885,"Dendropanax arboreus","WrightBCI2007","BCI50ha",NA,4068,NA,0.552,31.168657428684,85.6237516628694,"dendar"
"1898",1899,1899,"Desmopsis panamensis","WrightBCI2007","BCI50ha",NA,108930,NA,0.108,7.45,11.9832749203483,"des2pa"
"1921",1922,1922,"Desmopsis panamensis","WrightBCI2007","BCI50ha",NA,83190,NA,0.109,9.53,13.7053451565324,"des2pa"
"1926",1927,1927,"Desmopsis panamensis","OBrienBCI1993","BCI50ha",NA,108790,NA,0.014,2.8,1.67449780366354,"des2pa"
"1934",1935,1935,"Desmopsis panamensis","WrightBCI2007","BCI50ha",NA,37411,NA,0.106,12.14,23.6787027543188,"des2pa"
"1938",1939,1939,"Desmopsis panamensis","OBrienBCI1993","BCI50ha",NA,212615,NA,0.034,5,2.6091223068277,"des2pa"
"1981",1982,1982,"Desmopsis panamensis","WrightBCI2007","BCI50ha",NA,103380,NA,0.131,11.56,11.4128393995079,"des2pa"
"2009",2010,2010,"Desmopsis panamensis","WrightBCI2007","BCI50ha",NA,220765,NA,0.101,12.77,18.1114002888082,"des2pa"
"2010",2011,2011,"Desmopsis panamensis","WrightBCI2007","BCI50ha",NA,61472,NA,0.118,11.66,6.11605691495149,"des2pa"
"2106",2107,2107,"Desmopsis panamensis","OBrienBCI1993","BCI50ha",NA,150789,NA,0.057,7.5,2.21559316590862,"des2pa"
"2121",2122,2122,"Diospyros artanthifolia","WrightBCI2007","BCI50ha",NA,125910,NA,0.191,14.7254005849814,22.3464315736222,"dio2ar"
"2124",2125,2125,"Diospyros artanthifolia","WrightBCI2007","BCI50ha",NA,256401,NA,0.165,16.3588984420303,25.3711010261518,"dio2ar"
"2125",2126,2126,"Diospyros artanthifolia","WrightBCI2007","BCI50ha",NA,77051,NA,0.166,19.3278944735332,20.2221690854225,"dio2ar"
"2129",2130,2130,"Diospyros artanthifolia","WrightBCI2007","BCI50ha",NA,151229,NA,0.225,26.4436654931045,20.537827911395,"dio2ar"
"2133",2134,2134,"Diospyros artanthifolia","WrightBCI2007","BCI50ha",NA,200356,NA,0.15,13.6,25.9239036126607,"dio2ar"
"2141",2142,2142,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150515,6058,4,0.822,35.74000168,260.840647256159,"diptpa"
"2142",2143,2143,"Dipteryx oleifera","WrightBCI2007","BCI50ha",NA,1246,NA,1.723,44.571851877118,1164.56342791476,"diptpa"
"2143",2144,2144,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150407,1342,5,1.645,53.95700073,421.4889165198,"diptpa"
"2145",2146,2146,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,6058,NA,0.767,33.9,140.744019274524,"diptpa"
"2147",2148,2148,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150330,138502,3,0.467,34.06000137,248.443974802822,"diptpa"
"2152",2153,2153,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150625,1907,4.1,0.828,41.64099884,194.783558023729,"diptpa"
"2153",2154,2154,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150428,7173,3.2,1.077,41.72299957,186.839569702524,"diptpa"
"2154",2155,2155,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150529,7114,4.9,1.002,41.79700089,244.06020608553,"diptpa"
"2159",2160,2160,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150423,7715,4.85,1.212,40.9659996,592.160879087536,"diptpa"
"2160",2161,2161,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,138502,NA,0.363,31.22,113.485464199387,"diptpa"
"2161",2162,2162,"Dipteryx oleifera","WrightBCI2007","BCI50ha",NA,465,NA,1.013,41.3911993742031,480.266175396092,"diptpa"
"2163",2164,2164,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,7927,NA,0.946,41.84,786.404431731706,"diptpa"
"2164",2165,2165,"Dipteryx oleifera","WrightBCI2007","BCI50ha",NA,7715,NA,1.172,39.9475070700933,573.758009129117,"diptpa"
"2168",2169,2169,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150327,4186,5.5,1.384,49.17300034,339.444277412476,"diptpa"
"2169",2170,2170,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150330,3875,5.5,0.799,45.85699844,283.764942011021,"diptpa"
"2171",2172,2172,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150430,6133,4.2,0.905,35.80899811,588.961794203878,"diptpa"
"2172",2173,2173,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150427,7168,6.7,0.935,46.29299927,364.273864772394,"diptpa"
"2179",2180,2180,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150423,240714,2.7,0.421,34.72999954,80.1294581972037,"diptpa"
"2180",2181,2181,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150519,1441,6.5,0.885,46.23300171,347.791555256505,"diptpa"
"2182",2183,2183,"Dipteryx oleifera","WrightBCI2007","BCI50ha",NA,4186,NA,1.324,41.1541578616204,813.071925076281,"diptpa"
"2187",2188,2188,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150529,7221,5.3,0.695,40.77399826,238.319548133193,"diptpa"
"2188",2189,2189,"Dipteryx oleifera","WrightBCI2007","BCI50ha",NA,1342,NA,1.726,57.4022360019626,1720.19585397505,"diptpa"
"2192",2193,2193,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150324,3711,6,1,43.00299835,309.691664345117,"diptpa"
"2198",2199,2199,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150617,2854,4.35,0.589,36.70899963,312.533975726809,"diptpa"
"2199",2200,2200,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,7221,NA,0.661,41.32,367.217455680944,"diptpa"
"2206",2207,2207,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,4186,NA,1.41,47.77,1315.59329876307,"diptpa"
"2210",2211,2211,"Dipteryx oleifera","WrightBCI2007","BCI50ha",NA,7173,NA,1.056,35.8945602407598,623.675790537388,"diptpa"
"2214",2215,2215,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150515,5440,3.9,0.935,38.05199814,867.407021545209,"diptpa"
"2215",2216,2216,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,3811,NA,0.417,30.75,212.073129940514,"diptpa"
"2218",2219,2219,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150611,465,7,1.031,46.47000122,327.542904384334,"diptpa"
"2219",2220,2220,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150408,684,5.2,0.829,40.7519989,765.477378170118,"diptpa"
"2224",2225,2225,"Dipteryx oleifera","BohlmanBCI1997","BCI50ha",NA,5703,NA,0.526,35.9,134.606514383716,"diptpa"
"2225",2226,2226,"Dipteryx oleifera","MullerLandauBCI2014","BCI50ha",20150423,7927,6.3,0.952,43.63600159,461.478307376308,"diptpa"
"2241",2242,2242,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000405,3226,1.26,0.0157166154117227,3.9,2.49633762725137,"drypst"
"2246",2247,2247,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000423,40250,1.3,0.0168869357788795,2.55,4.12598907796985,"drypst"
"2247",2248,2248,"Drypetes standleyi","WrightBCI2007","BCI50ha",NA,3275,NA,0.626,30.0321508740783,63.9862718379089,"drypst"
"2252",2253,2253,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000421,543152,1.2,0.0106702202414008,1.4,1.44405193727366,"drypst"
"2260",2261,2261,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000422,21276,1.3,0.0138257802673122,3.45,0.909539322470338,"drypst"
"2263",2264,2264,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000315,3212,0.9,0.0125778972805473,2.4,0.753710344126477,"drypst"
"2264",2265,2265,"Drypetes standleyi","BohlmanBCI1997","BCI50ha",NA,3319,NA,0.606,27.96,91.8629390359643,"drypst"
"2265",2266,2266,"Drypetes standleyi","WrightBCI2007","BCI50ha",NA,2570,NA,0.473,32.0574121388018,122.598105844545,"drypst"
"2271",2272,2272,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000309,140558,1.3,0.0175197288791807,3.85,1.47853398538807,"drypst"
"2273",2274,2274,"Drypetes standleyi","WrightBCI2007","BCI50ha",NA,1867,NA,0.45,22.8075309440916,175.648006678666,"drypst"
"2275",2276,2276,"Drypetes standleyi","OBrienBCI1993","BCI50ha",NA,4949,NA,0.396,26.7,60.3118298925392,"drypst"
"2278",2279,2279,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000312,3206,1.21,0.0150703284635737,3.1,1.49727204638376,"drypst"
"2288",2289,2289,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000409,302127,1.27,0.0115068327527604,2.3,0.802196487029293,"drypst"
"2295",2296,2296,"Drypetes standleyi","OBrienBCI1993","BCI50ha",NA,190517,NA,0.016,3.65,0.714144106403799,"drypst"
"2297",2298,2298,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000405,433014,1.3,0.0111667363181907,2.85,0.935030483324381,"drypst"
"2301",2302,2302,"Drypetes standleyi","MullerLandauBCI2014","BCI50ha",20150920,170127,1.3,0.358,25.90399933,97.9858476291084,"drypst"
"2306",2307,2307,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000408,80244,1.31,0.0140540207769876,2.25,0.89168660426295,"drypst"
"2308",2309,2309,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000422,51564,1.28,0.0158408522498002,3.65,1.17457485207996,"drypst"
"2311",2312,2312,"Drypetes standleyi","BohlmanBCI1997","BCI50ha",NA,4653,NA,0.52,33.09,129.130308085976,"drypst"
"2323",2324,2324,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",NA,3223,NA,0.00654316437207564,1.49,0.319026546910225,"drypst"
"2328",2329,2329,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000422,442318,1.27,0.0133926621700094,3.3,0.789079204665639,"drypst"
"2332",2333,2333,"Drypetes standleyi","OBrienBCI1993","BCI50ha",NA,230969,NA,0.058,9.5,5.41816139806258,"drypst"
"2333",2334,2334,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000409,538038,1.3,0.0111410950987773,2.7,0.458418018644131,"drypst"
"2334",2335,2335,"Drypetes standleyi","OBrienBCI1993","BCI50ha",NA,3275,NA,0.725,28.74,119.344239381199,"drypst"
"2340",2341,2341,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000417,441450,1.32,0.0113549548656082,2.95,1.11998041410011,"drypst"
"2341",2342,2342,"Drypetes standleyi","OBrienBCI1993","BCI50ha",NA,145360,NA,0.039,7.3,5.29675308259054,"drypst"
"2343",2344,2344,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000308,185957,1.32,0.0193619033155318,3.75,0.594343699967351,"drypst"
"2346",2347,2347,"Drypetes standleyi","WrightBCI2007","BCI50ha",NA,4653,NA,0.521,33.6530144490451,90.1809730731117,"drypst"
"2347",2348,2348,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000408,80305,1.31,0.0151881861984899,3.45,0.714600092674304,"drypst"
"2352",2353,2353,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000423,40638,1.28,0.0170743316121012,4.35,1.01902408646314,"drypst"
"2356",2357,2357,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000308,190517,1.29,0.0169120075685887,3.15,2.51057824429636,"drypst"
"2365",2366,2366,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000421,17342,1.3,0.0405495893937288,6.55,4.0612290795108,"drypst"
"2391",2392,2392,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000308,3202,1.3,0.024014152077473,4.1,4.31508278834124,"drypst"
"2392",2393,2393,"Drypetes standleyi","WrightBCI2007","BCI50ha",NA,2562,NA,0.43,27.4575379301178,67.9750638360578,"drypst"
"2395",2396,2396,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000409,3228,0.9,0.0070220082597502,1.65,0.455486822393038,"drypst"
"2397",2398,2398,"Drypetes standleyi","OBrienBCI1993","BCI50ha",NA,6604,NA,0.234,18.68,45.7376493720197,"drypst"
"2400",2401,2401,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000315,110536,1.28,0.0177136952666574,3.35,1.72506101679476,"drypst"
"2401",2402,2402,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000417,66406,1.3,0.0113408112584594,2.6,0.501657128501457,"drypst"
"2406",2407,2407,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000313,151619,1.3,0.0159803629495703,3.45,1.82463623927173,"drypst"
"2407",2408,2408,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000309,421117,1.3,0.0109633753926425,2.2,0.616096593528815,"drypst"
"2411",2412,2412,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000309,418183,1.3,0.0171201781532787,4,1.80677959889918,"drypst"
"2417",2418,2418,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000313,526081,1.29,0.0139742763676693,3.25,2.29163032764214,"drypst"
"2427",2428,2428,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000315,115409,1.3,0.0123870093242881,3.3,1.45785333647398,"drypst"
"2434",2435,2435,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000421,3219,0.64,0.00904535239777865,1.43,0.851258634601759,"drypst"
"2435",2436,2436,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000422,441189,1.3,0.0168214595086158,3.45,1.43963464825913,"drypst"
"2438",2439,2439,"Drypetes standleyi","WrightBCI2007","BCI50ha",NA,3319,NA,0.602,26.3266556412097,272.246094466244,"drypst"
"2442",2443,2443,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000423,308079,1.27,0.0195313901194974,3.1,2.40933316096707,"drypst"
"2444",2445,2445,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000309,422123,1.3,0.0146033728980671,3.35,1.2306930573872,"drypst"
"2448",2449,2449,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000423,443075,1.34,0.0108585266035499,2.15,1.95264763516513,"drypst"
"2453",2454,2454,"Drypetes standleyi","MullerLandauBCI2014","BCI50ha",20150919,4653,4,0.53,36.4090004,70.4551269701656,"drypst"
"2461",2462,2462,"Drypetes standleyi","MullerLandauBCI1996","BCI50ha",20000422,307283,1.3,0.0166871207822081,3.25,2.62949389758846,"drypst"
"2462",2463,2463,"Enterolobium schomburgkii","WrightBCI2007","BCI50ha",NA,250582,NA,0.102,13.6,12.6550860575781,"entesc"
"2464",2465,2465,"Enterolobium schomburgkii","WrightBCI2007","BCI50ha",NA,119185,NA,0.331,19.5116556352175,36.7740561292121,"entesc"
"2465",2466,2466,"Enterolobium schomburgkii","WrightBCI2007","BCI50ha",NA,191788,NA,0.078,12.99,6.41113600743355,"entesc"
"2466",2467,2467,"Enterolobium schomburgkii","WrightBCI2007","BCI50ha",NA,81104,NA,0.075,15,3.32740770340027,"entesc"
"2467",2468,2468,"Enterolobium schomburgkii","WrightBCI2007","BCI50ha",NA,61647,NA,0.203,21.6620764570411,17.8950947273853,"entesc"
"2468",2469,2469,"Erythroxylum macrophyllum","WrightBCI2007","BCI50ha",NA,109743,NA,0.121,16.1,21.9426023337715,"ery2ma"
"2469",2470,2470,"Erythroxylum macrophyllum","WrightBCI2007","BCI50ha",NA,141109,NA,0.146,10.06,21.0981431591032,"ery2ma"
"2470",2471,2471,"Erythroxylum macrophyllum","WrightBCI2007","BCI50ha",NA,134128,NA,0.139,11.65,7.58692235770796,"ery2ma"
"2471",2472,2472,"Erythroxylum macrophyllum","WrightBCI2007","BCI50ha",NA,167884,NA,0.18,11.46,62.351631377929,"ery2ma"
"2472",2473,2473,"Erythroxylum macrophyllum","WrightBCI2007","BCI50ha",NA,275943,NA,0.116,13.94,12.3311414918221,"ery2ma"
"2476",2477,2477,"Eugenia coloradoensis","WrightBCI2007","BCI50ha",NA,91998,NA,0.292,22.5484275442036,28.4667582182406,"eugeco"
"2482",2483,2483,"Eugenia coloradoensis","OBrienBCI1993","BCI50ha",NA,238398,NA,0.178,22.77,15.3032476895431,"eugeco"
"2487",2488,2488,"Eugenia coloradoensis","WrightBCI2007","BCI50ha",NA,70893,NA,0.277,27.2781486049479,27.5526863218525,"eugeco"
"2491",2492,2492,"Eugenia coloradoensis","WrightBCI2007","BCI50ha",NA,217093,NA,0.251,19.7484719695489,79.9731782795072,"eugeco"
"2493",2494,2494,"Eugenia coloradoensis","WrightBCI2007","BCI50ha",NA,63315,NA,0.25,16.226514136123,31.6665949549881,"eugeco"
"2494",2495,2495,"Eugenia coloradoensis","OBrienBCI1993","BCI50ha",NA,172003,NA,0.115,11.55,25.8644042120103,"eugeco"
"2495",2496,2496,"Eugenia coloradoensis","WrightBCI2007","BCI50ha",NA,4855,NA,0.284,24.8308875629039,62.3335221544947,"eugeco"
"2497",2498,2498,"Eugenia coloradoensis","OBrienBCI1993","BCI50ha",NA,255647,NA,0.042,7.53,9.94627556944445,"eugeco"
"2499",2500,2500,"Eugenia coloradoensis","WrightBCI2007","BCI50ha",NA,1617,NA,0.285,20.7438934227102,54.5378146822663,"eugeco"
"2508",2509,2509,"Eugenia galalonensis","OBrienBCI1993","BCI50ha",NA,111733,NA,0.03,5.4,2.75034771300618,"eugega"
"2511",2512,2512,"Eugenia galalonensis","WrightBCI2007","BCI50ha",NA,140514,NA,0.135,14.2699303995871,16.3761482530622,"eugega"
"2513",2514,2514,"Eugenia galalonensis","OBrienBCI1993","BCI50ha",NA,413644,NA,0.012,2.5,0.714515711586673,"eugega"
"2515",2516,2516,"Eugenia galalonensis","OBrienBCI1993","BCI50ha",NA,98422,NA,0.081,8.35,7.56089023073729,"eugega"
"2517",2518,2518,"Eugenia galalonensis","WrightBCI2007","BCI50ha",NA,191213,NA,0.245,22.1358651652845,47.9107252087843,"eugega"
"2519",2520,2520,"Eugenia galalonensis","WrightBCI2007","BCI50ha",NA,63961,NA,0.251,16.4226036392986,87.138447923558,"eugega"
"2522",2523,2523,"Eugenia galalonensis","WrightBCI2007","BCI50ha",NA,63956,NA,0.132,10.3,22.6600634905011,"eugega"
"2526",2527,2527,"Eugenia galalonensis","WrightBCI2007","BCI50ha",NA,187553,NA,0.224,17.3237498408381,80.2563216427774,"eugega"
"2528",2529,2529,"Eugenia nesiotica","WrightBCI2007","BCI50ha",NA,5541,NA,0.315,16.2305198806042,76.0861835402565,"eugene"
"2529",2530,2530,"Eugenia nesiotica","WrightBCI2007","BCI50ha",NA,4016,NA,0.289,24.888683210932,81.6339132398703,"eugene"
"2536",2537,2537,"Eugenia nesiotica","WrightBCI2007","BCI50ha",NA,7361,NA,0.3,24.1422929748303,40.286489831686,"eugene"
"2540",2541,2541,"Eugenia oerstediana","OBrienBCI1993","BCI50ha",NA,160851,NA,0.041,11.23,2.83332715087461,"eugeoe"
"2542",2543,2543,"Eugenia oerstediana","WrightBCI2007","BCI50ha",NA,207432,NA,0.354,18.248292903142,40.7452892917513,"eugeoe"
"2548",2549,2549,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000405,297190,1.3,0.01793029559154,3.55,2.1206496398958,"eugeoe"
"2553",2554,2554,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000422,441290,1.3,0.0192523089524348,2,1.30452043010039,"eugeoe"
"2554",2555,2555,"Eugenia oerstediana","WrightBCI2007","BCI50ha",NA,146461,NA,0.312,18.6824190480528,67.9497155395634,"eugeoe"
"2555",2556,2556,"Eugenia oerstediana","WrightBCI2007","BCI50ha",NA,4008,NA,0.368,15.0534994432122,85.9052115203709,"eugeoe"
"2559",2560,2560,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000405,3214,1.05,0.0142256950621051,2.55,1.97574139660544,"eugeoe"
"2565",2566,2566,"Eugenia oerstediana","BohlmanBCI1997","BCI50ha",NA,158833,NA,0.287,18.31,128.595420355315,"eugeoe"
"2567",2568,2568,"Eugenia oerstediana","OBrienBCI1993","BCI50ha",NA,4008,NA,0.324,15.87,69.2367524648378,"eugeoe"
"2568",2569,2569,"Eugenia oerstediana","WrightBCI2007","BCI50ha",NA,61205,NA,0.323,17.4195340450324,49.3606934055419,"eugeoe"
"2570",2571,2571,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000308,515036,1.3,0.0188688711904025,4.2,4.55650193978866,"eugeoe"
"2572",2573,2573,"Eugenia oerstediana","OBrienBCI1993","BCI50ha",NA,116834,NA,0.195,16.64,60.1844861756674,"eugeoe"
"2574",2575,2575,"Eugenia oerstediana","OBrienBCI1993","BCI50ha",NA,409529,NA,0.013,2.5,1.24086251589689,"eugeoe"
"2576",2577,2577,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000304,418063,1.3,0.0180306738642792,2.5,1.36159496306374,"eugeoe"
"2577",2578,2578,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000304,412358,1.31,0.0126975745715471,3.1,2.46062108983216,"eugeoe"
"2578",2579,2579,"Eugenia oerstediana","WrightBCI2007","BCI50ha",NA,128093,NA,0.319,14.32,69.6692530067694,"eugeoe"
"2582",2583,2583,"Eugenia oerstediana","OBrienBCI1993","BCI50ha",NA,255442,NA,0.043,4.49,7.75833895077646,"eugeoe"
"2584",2585,2585,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000422,541081,1.32,0.0168261492920989,3.2,1.49184499681811,"eugeoe"
"2586",2587,2587,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000315,122063,1.28,0.0172858092087122,3.15,2.20870972547072,"eugeoe"
"2587",2588,2588,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000315,111471,1.28,0.017073564361316,3.1,2.64806277334158,"eugeoe"
"2592",2593,2593,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000308,3198,0.7,0.00648290058538614,1.5,0.381927563607784,"eugeoe"
"2593",2594,2594,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000308,3199,1.24,0.0212722166216875,4,1.63739044469222,"eugeoe"
"2594",2595,2595,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000419,3224,0.63,0.00936639204816881,1.55,0.83429485811665,"eugeoe"
"2595",2596,2596,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000304,3201,1.37,0.0151629350720762,2.95,0.340508234196785,"eugeoe"
"2596",2597,2597,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000405,3213,1.31,0.0127803442833126,2.25,0.701162055915112,"eugeoe"
"2599",2600,2600,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000313,3204,0.82,0.00932577074562741,1.5,0.361553042421489,"eugeoe"
"2606",2607,2607,"Eugenia oerstediana","MullerLandauBCI1996","BCI50ha",20000315,110425,1.29,0.0202830249223335,3.25,3.6769576279122,"eugeoe"
"2617",2618,2618,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165822,NA,0.03,3.63,6.73452433410619,"faraoc"
"2618",2619,2619,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165771,NA,0.065,8.59,14.0521060348269,"faraoc"
"2626",2627,2627,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142210,NA,0.128,9.63,25.2344846255877,"faraoc"
"2628",2629,2629,"Faramea occidentalis","WrightBCI2007","BCI50ha",NA,123360,NA,0.222,13.7,31.5437725297095,"faraoc"
"2632",2633,2633,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,142106,NA,0.019,4.36,1.2896796572636,"faraoc"
"2637",2638,2638,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165889,NA,0.164,9.17,15.522545532882,"faraoc"
"2638",2639,2639,"Faramea occidentalis","SpiroBCI1993","BCI50ha",NA,165772,NA,0.026,4.98,1.74333441141682,"faraoc"
"2640",2641,2641,"Faramea occidentalis","WrightBCI2007","BCI50ha",NA,249301,NA,0.215,15.5614053405767,47.164078726675,"faraoc"
"2647",2648,2648,"Faramea occidentalis","WrightBCI2007","BCI50ha",NA,238180,NA,0.22,17.3797970341968,56.1840072863359,"faraoc"
